,岗位名称,薪资待遇,岗位地区,公司福利,公司名称,岗位需要技能,salary1,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数
469,软件测试,6.5,济宁,五险一金，带薪年假,数聚医疗,功能测试，性能测试，压力测试，计算机相关专业,12,大专,3-5年,2,4,医疗设备/器械,未知,0-20人
470,软件测试,4.5,上海,通讯补贴，五险一金，住房补贴，带薪年假，定期体检，年终奖，免费班车，餐补，零食下午茶，补充医疗保险，节日福利，员工旅游，交通补助,传音控股,功能测试，性能测试，自动化测试，JMeter，LoadRunner,12,大专,经验不限,13,5,通信/网络设备,已上市,10000人以上
471,软件测试,8.5,福州,,鑫晟隆,功能测试,13,本科,1-3年,0,1,计算机硬件,未知,100-499人
472,软件测试实习生,5.0,上海,五险一金，定期体检，年终奖，带薪年假,上讯信息技术,MySQL，Linux，Oracle,12,本科,经验不限,4,3,计算机软件,未融资,500-999人
473,软件测试实习生,4.0,上海,零食下午茶，带薪年假，节日福利，交通补助，年终奖，包吃，五险一金，定期体检，免费班车，全勤奖，住房补贴，股票期权，餐补，员工旅游，加班补助，通讯补贴,本安数字科技有限公司,软件测试,12,大专,经验不限,16,1,仪器仪表/工业自动化,未融资,100-499人
474,银行软件测试、测试开发（2024年校招）,5.5,济南,定期体检，加班补助，五险一金，补充医疗保险，带薪年假，节日福利,龙盈智达,功能测试，自动化测试,12,本科,在校/应届,6,2,互联网金融,不需要融资,1000-9999人
475,软件测试开发工程师,22.5,深圳,离职补偿，节日福利，五险一金，补充医疗保险，通讯补贴，年终奖，全勤奖，员工旅游，定期体检，带薪年假，股票期权，零食下午茶，免费班车，加班补助，住房补贴，餐补，交通补助,华为技术有限公司,云计算,14,本科,1-3年,17,1,计算机软件,不需要融资,10000人以上
476,软件测试工程师(L5838),15.5,杭州,股票期权，通讯补贴，年终奖，交通补助，餐补，带薪年假，员工旅游，零食下午茶，五险一金，节日福利，定期体检,一知智能,计算机相关专业，视频直播，外呼语音,14,本科,3-5年,11,3,互联网,B轮,100-499人
477,高级软件测试工程师,22.5,深圳,五险一金，绩效奖金，零食下午茶，股票期权，带薪年假，年终奖，定期体检，员工旅游，节日福利,昂楷科技,Shell，SQL，Linux，Oracle，游戏测试,14,本科,5-10年,9,5,信息安全,C轮,100-499人
478,软件测试工程师（珠海）,8.5,珠海,交通补助，餐补，年终奖，五险一金，通讯补贴，定期体检，带薪年假，节日福利,赞同科技,软件测试，自动化测试,12,大专,1-3年,8,2,计算机软件,C轮,1000-9999人
479,（初级）软件测试自动化开发工程师,7.0,广州,零食下午茶，定期体检，年终奖，加班补助，五险一金,云岫科技,自动化测试，测试开发，软件测试,12,本科,1-3年,5,3,互联网,未融资,20-99人
480,软件测试工程师（上海）-W21-001(J11878),26.5,上海,定期体检，餐补，节日福利，五险一金，公租房，年终奖，股票期权，带薪年假，员工旅游，补充医疗保险，免费班车,上海联影,自动化测试，测试开发，Python，C/C++,14,本科,3-5年,11,4,医疗设备/器械,B轮,1000-9999人
481,测试工程师,12.5,大连,法定节假日三薪，节假日加班费，节日福利，通讯补贴，带薪年假，免费工装，定期体检，五险一金，餐补，股票期权，年终奖，团建聚餐，交通补助,智达科技,Java，Oracle，MySQL，软件测试，Jmeter，LoadRunner,12,本科,3-5年,13,6,计算机软件,未融资,500-999人
482,测试工程师,10.5,上海,股票期权，节日福利，年终奖，五险一金，通讯补贴，餐补,北京九思金信,软件测试，测试工程师，银行测试，计算机软件，ERP,12,本科,3-5年,6,5,计算机软件,天使轮,20-99人
483,测试工程师,7.5,武汉,员工旅游，绩效奖金，年终奖，餐补，节日福利，零食下午茶，全勤奖，股票期权，五险一金，定期体检，补充医疗保险，通讯补贴，团建聚餐，带薪年假,康博嘉,Oracle，MySQL，软件测试,14,本科,1-3年,14,3,计算机软件,D轮及以上,100-499人
484,测试工程师,17.5,上海,五险一金，补充医疗保险，带薪年假，节日福利，零食下午茶，股票期权，员工旅游，年终奖，定期体检，免费班车，餐补,甄知科技,SQL，软件测试，Postman，PC测试，服务端测试,12,本科,3-5年,11,5,计算机软件,A轮,20-99人
485,测试工程师,10.5,成都,股票期权，定期体检，节日福利，零食下午茶，加班补助，带薪年假，五险一金,玖锦科技,自动化测试，Python，C#,12,本科,1-3年,7,3,通信/网络设备,B轮,100-499人
486,测试工程师,16.0,广州,,广州凯媒 casa,通信，5G，LTE，3GPP,14,本科,3-5年,0,4,通信/网络设备,未知,100-499人
487,测试工程师,15.5,南京,有无线网，生日福利，法定节假日三薪，团建聚餐，交通补助，意外险，节日福利,中盈优创,Python，Shell，Linux，Oracle，自动化测试，性能测试,14,本科,3-5年,7,6,计算机软件,未融资,1000-9999人
488,测试工程师,8.0,合肥,餐补，节日福利，年终奖，五险一金，员工旅游，股票期权,安赛思(ASUNX),示波器，信号发生器，可靠性测试，射频测试，PCB,12,本科,1-3年,6,5,电子/半导体/集成电路,未融资,20-99人
489,测试工程师2,7.5,湘潭,五险一金，零食下午茶，年终奖，员工食堂，定期体检，免费班车，通讯补贴，带薪年假，节日福利，住房补贴，员工旅游，交通补助，股权激励,时变通讯,自动化测试经验，软件测试,13,本科,经验不限,13,2,通信/网络设备,B轮,100-499人
490,测试工程师,12.5,上海,五险一金，带薪年假，定期体检，零食下午茶，年终奖，团建活动，股票期权，节日福利,慧拾智能,测试，自动化测试，测试工程师,12,本科,3-5年,8,3,计算机服务,天使轮,20-99人
491,测试工程师,15.5,广州,五险一金，餐补，加班补助，股票期权，交通补助，员工旅游，年终奖，节日福利，带薪年假，全勤奖，定期体检，零食下午茶,双龙互娱,自动化测试，接口测试，安全测试，移动端自动化测试，Linux,13,本科,3-5年,12,5,移动互联网,不需要融资,100-499人
492,测试工程师,15.0,无锡,,无锡深南电路有限公司,ICT，FCT,13,大专,3-5年,0,2,电子/半导体/集成电路,未知,1000-9999人
493,测试工程师,4.0,深圳,员工旅游，补充医疗保险，定期体检，全勤奖，五险一金，带薪年假，年终奖，股票期权,迈贝尔,示波器，万用表，信号发生器，逻辑分析仪,12,中专/中技,经验不限,8,4,互联网,未融资,0-20人
494,潍坊初屹科技有限公司招聘手机维修,6.0,潍坊,,潍坊初屹科技有限公司,保底工资，包吃,12,中专/中技,经验不限,0,2,检测/认证,未知,20-99人
495,测试工程师,15.5,上海,节日福利，年终奖，五险一金，股票期权，免费班车，通讯补贴，定期体检，补充医疗保险，带薪年假,施耐德电气,电池/电源类，智能硬件类，光电器件类，硬件测试经验,12,本科,1-3年,9,4,其他行业,已上市,10000人以上
496,应用测试工程师,8.5,深圳,带薪培训，节日福利，带薪年假，定期体检，全勤奖，通讯补贴，五险一金，员工旅游，加班补助，出差补贴，绩效奖，年终奖,劲鑫科技,自动化测试经验，继电器，模电/数电，通信相关专业,12,本科,在校/应届,12,4,仪器仪表/工业自动化,A轮,100-499人
497,ATE测试工程师,25.0,北京,员工旅游，住房补贴，加班补助，包吃，全勤奖，交通补助，定期体检，五险一金，补充医疗保险，餐补，年终奖，股票期权，通讯补贴，零食下午茶，节日福利，带薪年假,升宇科技,电子半导体，ATE，集成电路，消费电子，硬件,13,本科,3-5年,16,5,电子/半导体/集成电路,不需要融资,未知
498,RF测试工程师,5.5,深圳,五险一金，年终奖，餐补，交通补助，补充医疗保险，带薪年假，定期体检，免费班车，加班补助，节日福利,必维国际检验集团,万用表，手机硬件测试，电磁兼容测试，射频测试,13,大专,1-3年,10,4,企业服务,已上市,1000-9999人
499,实施测试工程师,9.0,北京,公租房，通讯补贴，带薪年假，加班补助，五险一金，定期体检，员工旅游，节日福利，年终奖，餐补，股票期权，交通补助，免费班车,天元特通,无线通信，传输线路设计，shell及python脚本，通信基础知识,12,本科,经验不限,13,4,计算机软件,不需要融资,100-499人
500,测试工程师/主管,7.5,苏州,,四维检测,材料及可靠性,13,大专,1-3年,0,1,检测/认证,未知,100-499人
501,台架测试工程师,16.0,上海,住房补贴，全勤奖，年终奖，节日福利，定期体检，餐补，交通补助，五险一金，加班补助，带薪年假,储融检测,Labview,12,本科,3-5年,10,1,检测/认证,不需要融资,100-499人
502,FPGA硬件编程测试工程师,22.5,北京,交通补助，五险一金，年终奖，带薪年假，全勤奖,融通航维,单片机开发，Verilog，VHDL，嵌入式技术，嵌入式硬件开发,12,本科,3-5年,5,5,仪器仪表/工业自动化,未融资,20-99人
503,化学测试工程师,6.5,珠海,员工旅游，免费班车，定期体检，交通补助，通讯补贴，带薪年假，加班补助，年终奖，补充医疗保险，餐补，五险一金,Intertek天祥集团,六险一金，周末双休，八小时工作制，加班费，带薪年假,13,大专,1-3年,11,5,企业服务,已上市,1000-9999人
504,初级渗透测试工程师,12.5,北京,五险一金，年终奖，带薪年假,航天中诺科技,安全测试，Java，PHP，SQL，Linux，外网渗透，信息安全,12,本科,1-3年,3,7,信息安全,未知,0-20人
505,系统集成测试工程师,26.5,广州,节日福利，带薪年假，定期体检，年终奖，补充医疗保险，股票期权，餐补，五险一金，包吃,小鹏汽车,电控，汽车相关专业，CANoe/CANalyser,15,本科,5-10年,9,3,汽车生产,已上市,10000人以上
506,光电模组测试工程师,16.0,深圳,带薪年假，免费午餐，包住，加班补助，年终奖，全勤奖，五险一金，包吃，住房补贴，培训完善,杰普特光电,影像测试，updown 测试，图像测试,14,本科,1-3年,10,3,智能硬件,已上市,1000-9999人
507,高级软件开发测试工程师,19.0,深圳,团建聚餐，定期体检，节日福利，意外险，免费班车，五险一金，年终奖，员工旅游，带薪年假，补充医疗保险，法定节假日三薪,奥兰若科技,C#，上位机，开发，测试，自动化,13,本科,5-10年,11,5,电子/半导体/集成电路,已上市,未知
508,食品理化测试工程师,7.0,广州,五险一金，员工旅游，年终奖，定期体检，带薪年假，免费班车，节日福利，加班补助，餐补，补充医疗保险,SGS,食品检测，理化实验,12,本科,1-3年,10,2,其他行业,已上市,10000人以上
509,助理测试工程师（硬件）,7.0,深圳,节日福利，补充医疗保险，带薪年假，全勤奖，年终奖，交通补助，员工旅游，定期体检，零食下午茶，五险一金,屹联智能,万用表，整机测试，功能性测试，示波器，电脑硬件测试,12,大专,1年以内,10,5,智能硬件,未融资,20-99人
510,整车控制标定测试工程师,20.5,广州,补充医疗保险，法定节假日三薪，五险一金，员工旅游，通讯补贴，免费班车，交通补助，住房补贴，绩效奖金，全勤奖，定期体检，免费工装，带薪年假，节日福利，年终奖，企业年金，餐补，生日福利,广州汽车集团股份...,inca，动力性，三高标定,16,本科,3-5年,18,3,汽车生产,不需要融资,1000-9999人
511,系统性能测试工程师,45.0,东莞,通讯补贴，股票期权，住房补贴，五险一金，零食下午茶，节日福利，提供住宿，餐补，餐补，全勤奖，免费班车，交通补助，员工旅游，带薪年假，定期体检,vivo,功能测试，性能测试，Java，Python，C++，计算机相关专业,12,本科,3-5年,15,6,移动互联网,不需要融资,10000人以上
512,BMS软件测试工程师,17.5,宁波,带薪年假，年终奖，通讯补贴，定期体检，餐补，五险一金，节日福利,维科集团,白盒测试,13,本科,1-3年,7,1,新能源,已上市,1000-9999人
513,嵌入式软件开发与测试工程师,10.5,合肥,五险一金，年终奖，餐补,安徽科力德能源环...,嵌入式技术，驱动开发，嵌入式软件开发，UCOS，软件测试,12,本科,1-3年,3,5,电力/热力/燃气/水利,不需要融资,0-20人
514,高级硬件测试工程师,19.5,深圳,加班补助，定期体检，年终奖，五险一金，夜班补助，零食下午茶，带薪年假，股票期权，绩效奖金，交通补助，员工旅游，餐补，节日福利，节假日福利,有品科技,智能硬件类，硬件测试经验,12,大专,5-10年,14,2,互联网,C轮,100-499人
515,EDA工具测试工程师（长沙）,12.5,长沙,五险一金，节日福利，年终奖，补充医疗保险，带薪年假，零食下午茶，定期体检，股票期权,泛联新安,FPGA，verilog，vhdl,13,本科,1-3年,8,3,计算机软件,B轮,100-499人
516,智能驾驶测试工程师,17.5,上海,员工旅游，节日福利，通讯补贴，免费班车，团建聚餐，餐补，五险一金，带薪年假，定期体检，加班补助，交通补助，法定节假日三薪,诚迈科技,NOA，功能开发测试，linux,12,本科,5-10年,12,3,移动互联网,已上市,1000-9999人
517,硬件产品测试工程师,6.0,西安,,星磐电子,机器人/无人机类，计算机相关经验，硬件测试经验,14,大专,在校/应届,0,3,电子/半导体/集成电路,不需要融资,0-20人
518,中高级测试工程师-性能(J10204),14.5,厦门,五险一金，员工旅游，带薪年假，节日福利，年终奖，零食下午茶,星纵信息,性能测试经验,15,本科,3-5年,6,1,通信/网络设备,未融资,500-999人
519,高级硬件测试工程师,18.0,深圳,带薪年假，零食下午茶，五险一金，通讯补贴，节日福利，团建聚餐，员工旅游，补充医疗保险，股票期权，定期体检,深圳纳欣科技有限公司,功耗测试，示波器，万用表，逻辑分析仪，信号发生器,12,本科,5-10年,10,5,互联网,B轮,100-499人
520,高级硬件测试工程师,21.0,苏州,五险一金，生日福利，零食下午茶，节日福利，法定节假日三薪，高温补贴，定期体检，节假日加班费，有无线网，股票期权，宿舍有空调，团建聚餐，免费班车，年终奖，带薪年假，住房补贴，通讯补贴，交通补助，员工旅游,汇川技术,信号测试，电源测试，整机测试，主板测试,16,本科,1-3年,19,4,仪器仪表/工业自动化,已上市,未知
521,电子装配测试工程师,9.0,上海,年终奖，餐补，带薪年假，住房补贴，五险一金，交通补助,北京华宇兴泰,单片机开发，万用表，示波器,13,大专,经验不限,6,3,计算机服务,不需要融资,100-499人
522,测试工程师（初级） (MJ000034),5.5,杭州,五险一金，带薪年假，定期体检，年终奖，餐补，全勤奖，员工旅游，节日福利，股票期权，运动俱乐部,旗捷,万用表，示波器，功能性测试，可靠性测试,14,大专,1-3年,10,4,电子/半导体/集成电路,已上市,100-499人
523,软件调试工程师,9.0,杭州,,杭州博海亿嘉,实施,14,大专,1-3年,0,1,计算机服务,天使轮,0-20人
524,软件测试专员,4.5,上海,,上海辽哲,web测试，server端测试，android测试,12,学历不限,经验不限,0,3,互联网,未知,20-99人
525,调试工程师,4.5,成都,交通补助，全勤奖，年终奖，带薪年假，节日福利，五险一金,安能捷电气,电气设备调试,12,大专,1-3年,6,1,电力/热力/燃气/水利,未融资,20-99人
526,APP测试工程师,4.5,漳州,,鲸奇生物科技有限公司,软件测试，网络协议，网络交换技术，流媒体技术,12,大专,1-3年,0,4,日化,未知,0-20人
527,EMC测试工程师,4.5,深圳,通讯补贴，五险一金，带薪年假，员工旅游，年终奖，餐补，节日福利，全勤奖,亿通检测,测试工程师,12,大专,经验不限,8,1,电子/半导体/集成电路,未融资,20-99人
528,手机测试工程师,5.5,武汉,加班补助，五险一金，住房补贴，交通补助,建优欣网,测试工程师，手机测试，通信测试,12,本科,1-3年,4,3,通信/网络设备,未融资,20-99人
529,开发测试工程师,17.0,武汉,通讯补贴，年假递增，餐补，员工旅游，补充医疗保险，股票期权，加班补助，带薪年假，定期体检，五险一金，节日福利，年终奖,绿盟科技,软件测试，Linux，功能测试，黑盒测试，大数据测试，Python,14,本科,3-5年,12,6,信息安全,已上市,1000-9999人
530,高级测试工程师（管理经验优先）,16.0,武汉,有无线网，定期体检，交通补助，补充医疗保险，年终奖，员工旅游，餐补，五险一金，带薪年假，零食下午茶，通讯补贴，生日福利，节日福利，团建聚餐，工龄奖,51CTO,自动化测试，性能测试，功能测试，接口测试，web端测试,13,本科,5-10年,15,5,互联网,C轮,500-999人
531,自动化测试工程师,9.5,无锡,零食下午茶，定期体检，餐补，年终奖，五险一金，带薪年假，交通补助，节日福利，员工旅游,鲲鲸云,测试，测试工程师，自动化测试，测试开发,12,本科,1-3年,9,4,互联网,A轮,20-99人
532,高级测试工程师,18.0,武汉,,北京灵汐科技有限公司,Python，Linux，自动化测试，性能测试，系统测试,14,本科,1-3年,0,5,电子/半导体/集成电路,未知,100-499人
533,高级测试工程师,18.5,杭州,餐补，住房补贴，定期体检，年终奖，五险一金，零食下午茶，加班补助，带薪年假，节日福利，免费班车，补充医疗保险,网易杭州,测试工程师，自动化测试,16,本科,3-5年,11,2,互联网,已上市,10000人以上
534,高级测试工程师,22.5,北京,带薪年假，餐补，节日福利，交通补助,可之科技,测试，测试工程师，自动化测试,13,本科,3-5年,4,3,数据服务,A轮,100-499人
535,产品测试工程师,25.0,上海,定期体检，员工旅游，年终奖，节日福利，带薪年假，五险一金，加班餐，零食下午茶，股票期权,物骐微电子,测试，测试工程师，自动化测试，蓝牙，音频,13,本科,3-5年,9,5,电子/半导体/集成电路,C轮,100-499人
536,高级测试工程师（上海）,45.0,上海,体育活动，股票期权，定期体检，住房补贴，五险一金，节日福利，员工旅游，补充医疗保险，交通补助，通讯补贴，带薪年假，餐补，零食下午茶，年终奖,NewsBreak,android测试，ios测试，server端测试，web测试，测试工程师,15,本科,3-5年,14,5,移动互联网,C轮,100-499人
537,研发测试工程师,20.0,苏州,交通补助，定期体检，年终奖，零食下午茶，免费班车，五险一金，节日福利，带薪年假,上海高仙,测试，测试工程师，性能测试,12,学历不限,经验不限,8,3,智能硬件,C轮,1000-9999人
538,产品测试工程师,20.0,成都,节日福利，高业绩回报，定期体检，年终奖，高成长性职位，补充医疗保险，五险一金，股票期权，带薪年假,四川华鲲,Java，Python，Shell，Linux，自动化测试，性能测试,15,本科,3-5年,9,6,智能硬件,不需要融资,500-999人
539,高级测试工程师（嵌入式）,17.5,上海,年终奖，餐补，五险一金，加班补助，带薪年假，员工旅游，股票期权，定期体检，零食下午茶，节日福利,魔视智能,软件测试，功能测试，测试开发,12,本科,3-5年,10,3,智能硬件,C轮,100-499人
